id,popularity,budget,revenue,original_title,cast,runtime,genres,vote_count,vote_average,release_year,budget_adj,revenue_adj,profit,profitability_ratio,revenue_rating,decades,director_split
7229,0.631739,27440000,0,Tais-toi !,GÃ©rard Depardieu|Jean Reno|Richard Berry|Leonor Varela|LoÃ¯c Brabant,85,Comedy|Crime,97,6.8,2003,32526076.572832502,0.0,0,0,under_million,two_thousands,Francis Veber
10708,0.630566,60000000,164433867,Daddy Day Care,Eddie Murphy|Jeff Garlin|Steve Zahn|Regina King|Kevin Nealon,92,Comedy|Family,257,5.7,2003,71121158.6869516,194912119.140268,104433867,63,millions,two_thousands,Steve Carr
7270,0.6270600000000001,0,65565672,Matchstick Men,Nicolas Cage|Sam Rockwell|Alison Lohman|Bruce Altman|Bruce McGill,116,Comedy|Drama|Crime|Thriller,262,6.7,2003,0.0,77718442.7121437,65565672,99,millions,two_thousands,Ridley Scott
4464,0.62007,87000000,148336445,Seabiscuit,Jeff Bridges|David McCullough|Chris Cooper|Tobey Maguire|Elizabeth Banks,141,Drama|History,109,6.4,2003,103125680.096079,175830997.398388,61336445,41,millions,two_thousands,Gary Ross
2116,0.6015,50000000,55495563,Out of Time,Denzel Washington|Eva Mendes|Sanaa Lathan|John Billingsley|Dean Cain,105,Thriller|Crime|Drama,151,6.0,2003,59267632.23912641,65781812.3757454,5495563,9,millions,two_thousands,Carl Franklin
11351,0.598372999999999,17000000,63102666,Jeepers Creepers 2,Ray Wise|Jonathan Breck|Garikayi Mutambirwa|Eric Nenninger|Josh Hammond,104,Horror|Thriller,123,5.4,2003,20150994.9613029,74798912.0359285,46102666,73,millions,two_thousands,Victor Salva
18736,0.595052,17000000,55534455,The Lizzie McGuire Movie,Hilary Duff|Adam Lamberg|Hallie Todd|Robert Carradine|Jake Thomas,94,Comedy|Adventure|Family,158,5.8,2003,20150994.9613029,65827913.110806204,38534455,69,millions,two_thousands,Jim Fall
6171,0.580909,68000000,75715436,Dreamcatcher,Morgan Freeman|Thomas Jane|Jason Lee|Damian Lewis|Timothy Olyphant,136,Drama|Horror|Science Fiction|Thriller,330,5.1,2003,80603979.84521191,89749492.31346221,7715436,10,millions,two_thousands,Lawrence Kasdan
19325,0.579673,0,0,Bionicle: Mask of Light,Andrew Francis|Michael Dobson|Chiara Zanni|Jason Michas|Scott McNeil,70,Action|Adventure|Animation|Family|Science Fiction,22,5.9,2003,0.0,0.0,0,0,under_million,two_thousands,David Molina
19325,0.579673,0,0,Bionicle: Mask of Light,Andrew Francis|Michael Dobson|Chiara Zanni|Jason Michas|Scott McNeil,70,Action|Adventure|Animation|Family|Science Fiction,22,5.9,2003,0.0,0.0,0,0,under_million,two_thousands,Terry Shakespeare
10544,0.576539,0,6585516,Ned Kelly,Heath Ledger|Orlando Bloom|Geoffrey Rush|Naomi Watts|Joel Edgerton,110,Action|Adventure|Drama|History,60,5.8,2003,0.0,7806158.80785765,6585516,99,millions,two_thousands,Gregor Jordan
11817,0.576335,52000000,0,Bulletproof Monk,Seann William Scott|Jaime King|Karel Roden|Chow Yun-fat|K. C. Collins,104,Action|Comedy|Fantasy,156,5.0,2003,61638337.528691396,0.0,0,0,under_million,two_thousands,Paul Hunter
12279,0.571314,38000000,197011982,Spy Kids 3-D: Game Over,Antonio Banderas|Carla Gugino|Alexa PenaVega|Daryl Sabara|Sylvester Stallone,84,Action|Adventure|Comedy|Family|Science Fiction,281,4.8,2003,45043400.501736,233528673.91754702,159011982,80,millions,two_thousands,Robert Rodriguez
10720,0.563401,35000000,20298207,Down with Love,RenÃ©e Zellweger|Ewan McGregor|Sarah Paulson|David Hyde Pierce|Rachel Dratch,101,Action|Comedy|Romance|Thriller,107,6.0,2003,41487342.5673884,24060533.3517932,0,0,millions,two_thousands,Peyton Reed
9616,0.556095,35000000,11560806,The Order,Heath Ledger|Shannyn Sossamon|Benno FÃ¼rmann|Mark Addy|Peter Weller,102,Drama|Fantasy|Horror|Mystery|Romance,42,4.8,2003,41487342.5673884,13703631.9679177,0,0,millions,two_thousands,Brian Helgeland
11775,0.5488529999999989,60000000,119940815,Intolerable Cruelty,George Clooney|Catherine Zeta-Jones|Edward Herrmann|Geoffrey Rush|Richard Jenkins,100,Crime|Comedy|Romance,201,5.7,2003,71121158.6869516,142172162.277621,59940815,49,millions,two_thousands,Joel Coen
10632,0.5434829999999989,55000000,34234008,The Hunted,Tommy Lee Jones|Benicio del Toro|Connie Nielsen|Leslie Stefanson|John Finn,94,Drama|Action|Thriller|Crime,90,5.8,2003,65194395.463039,40579371.9243062,0,0,millions,two_thousands,William Friedkin
11093,0.537976,16500000,16942795,House of Sand and Fog,Jennifer Connelly|Ben Kingsley|Ron Eldard|Frances Fisher|Kim Dickens,126,Drama,76,6.5,2003,19558318.6389117,20083186.8632581,442795,2,millions,two_thousands,Vadim Perelman
15567,0.536597,0,0,Stitch! The Movie,Daveigh Chase|Chris Sanders|Tia Carrere|David Ogden Stiers|Kevin McDonald,60,Animation|Comedy|Family,70,6.2,2003,0.0,0.0,0,0,under_million,two_thousands,Tony Craig
15567,0.536597,0,0,Stitch! The Movie,Daveigh Chase|Chris Sanders|Tia Carrere|David Ogden Stiers|Kevin McDonald,60,Animation|Comedy|Family,70,6.2,2003,0.0,0.0,0,0,under_million,two_thousands,Roberts Gannaway
9499,0.527492,0,12991996,Le Divorce,Kate Hudson|Naomi Watts|Melvil Poupaud|Catherine Samie|Leslie Caron,117,Comedy|Drama|Romance,17,5.2,2003,0.0,15400096.819604,12991996,99,millions,two_thousands,James Ivory
18113,0.525418,0,0,National Lampoon Presents Dorm Daze,Tatyana Ali|Boti Bliss|Gable Carr|Patrick Cavanaugh|James DeBello,96,Comedy,17,4.6,2003,0.0,0.0,0,0,under_million,two_thousands,David Hillenbrand
18113,0.525418,0,0,National Lampoon Presents Dorm Daze,Tatyana Ali|Boti Bliss|Gable Carr|Patrick Cavanaugh|James DeBello,96,Comedy,17,4.6,2003,0.0,0.0,0,0,under_million,two_thousands,Scott Hillenbrand
11547,0.505814,1500000,30553394,Cabin Fever,Rider Strong|Jordan Ladd|James DeBello|Cerina Vincent|Joey Kern,93,Horror,142,5.3,2003,1778028.96717379,36216546.3849826,29053394,95,millions,two_thousands,Eli Roth
11329,0.500124,60000000,80154140,Runaway Jury,John Cusack|Gene Hackman|Dustin Hoffman|Rachel Weisz|Bruce McGill,127,Drama|Thriller,180,6.8,2003,71121158.6869516,95010921.839269,20154140,25,millions,two_thousands,Gary Fleder
2577,0.49676000000000003,7500000,0,Code 46,Tim Robbins|Samantha Morton|Nabil Elouahabi|Om Puri|Emil Marwa,92,Drama|Romance|Science Fiction|Thriller,52,5.9,2003,8890144.83586896,0.0,0,0,under_million,two_thousands,Michael Winterbottom
30141,0.49424700000000005,0,0,The Singing Detective,Robert Downey Jr.|Robin Wright|Mel Gibson|Jeremy Northam|Katie Holmes,109,Comedy|Music|Mystery|Crime,18,5.5,2003,0.0,0.0,0,0,under_million,two_thousands,Keith Gordon
10628,0.49078599999999994,0,0,Kangaroo Jack,Jerry O'Connell|Anthony Anderson|Estella Warren|Christopher Walken|Michael Shannon,89,Comedy|Adventure|Crime,112,4.5,2003,0.0,0.0,0,0,under_million,two_thousands,David McNally
504,0.490565,8000000,60378584,Monster,Charlize Theron|Christina Ricci|Bruce Dern|Lee Tergesen|Annie Corley,110,Crime|Drama,216,6.8,2003,9482821.15826022,71569914.232624,52378584,86,millions,two_thousands,Patty Jenkins
10944,0.48170799999999997,12000000,23,In the Cut,Meg Ryan|Mark Ruffalo|Jennifer Jason Leigh|Nick Damici|Heather Litteer,119,Thriller|Mystery,36,4.7,2003,14224231.737390302,27.2631108299981,0,0,under_million,two_thousands,Jane Campion
10943,0.47718,0,0,The Gathering,Christina Ricci|Ioan Gruffudd|Stephen Dillane|Kerry Fox|Robert Hardy,92,Horror|Thriller,14,5.0,2003,0.0,0.0,0,0,under_million,two_thousands,Brian Gilbert
10678,0.476487,20000000,132675402,Bringing Down The House,Steve Martin|Queen Latifah|Eugene Levy|Joan Plowright|Jean Smart,105,Comedy,85,5.3,2003,23707052.895650502,157267138.65828502,112675402,84,millions,two_thousands,Adam Shankman
10922,0.47124499999999997,30000000,0,The Human Stain,Anthony Hopkins|Nicole Kidman|Ed Harris|Gary Sinise|Wentworth Miller,106,Drama|Thriller|Romance,55,6.2,2003,35560579.3434758,0.0,0,0,under_million,two_thousands,Robert Benton
8046,0.470814,54000000,7266209,Gigli,Ben Affleck|Jennifer Lopez|Justin Bartha|Lainie Kazan|Lenny Venito,121,Drama,48,3.8,2003,64009042.8182565,8613020.0556926,0,0,millions,two_thousands,Martin Brest
16072,0.46951800000000005,56000000,12923936,Gods and Generals,Stephen Lang|Jeff Daniels|Robert Duvall|Kevin Conway|C. Thomas Howell,214,Drama|History|War,23,5.8,2003,66379748.107821494,15319421.7186001,0,0,millions,two_thousands,Ronald F. Maxwell
25988,0.467438,0,0,The Sleeping Dictionary,Jessica Alba|Hugh Dancy|Brenda Blethyn|Christopher Ling Lee Ian|Emily Mortimer,109,Drama|Romance,20,6.1,2003,0.0,0.0,0,0,under_million,two_thousands,Guy Jenkin
13537,0.462609,6000000,2,Shattered Glass,Hayden Christensen|Peter Sarsgaard|ChloÃ« Sevigny|Rosario Dawson|Melanie Lynskey,94,Drama|History,46,6.4,2003,7112115.86869516,2.37070528956505,0,0,under_million,two_thousands,Billy Ray
10152,0.46067299999999994,19000000,39267515,Dumb and Dumberer: When Harry Met Lloyd,Mimi Rogers|Eric Christian Olsen|Luis GuzmÃ¡n|Rachel Nichols|Eugene Levy,85,Comedy,110,4.2,2003,22521700.250868,46545852.7592875,20267515,51,millions,two_thousands,Troy Miller
3635,0.45791800000000005,0,31466789,Girl with a Pearl Earring,Scarlett Johansson|Colin Firth|Cillian Murphy|Tom Wilkinson|Judy Parfitt,101,Drama|Romance,197,6.3,2003,0.0,37299241.563963704,31466789,99,millions,two_thousands,Peter Webber
11078,0.457107,0,50097949,National Security,Martin Lawrence|Steve Zahn|Colm Feore|Bill Duke|Eric Roberts,88,Action|Comedy|Crime|Thriller,133,5.6,2003,0.0,59383736.3453302,50097949,99,millions,two_thousands,Dennis Dugan
58591,0.45523800000000003,0,0,Miracle Run,Mary-Louise Parker|Aidan Quinn|Zac Efron|Bubba Lewis|Jake Cherry,120,Drama,10,7.1,2003,0.0,0.0,0,0,under_million,two_thousands,Gregg Champion
4613,0.454926,0,0,Scorched,Alicia Silverstone|Rachael Leigh Cook|Woody Harrelson|John Cleese|David Krumholtz,95,Comedy|Crime,16,4.8,2003,0.0,0.0,0,0,under_million,two_thousands,Gavin Grazer
13573,0.448434,0,343816,The United States of Leland,Don Cheadle|Ryan Gosling|Chris Klein|Kevin Spacey|Jena Malone,108,Crime|Drama,43,6.4,2003,0.0,407543.204918549,343816,99,under_million,two_thousands,Matthew Ryan Hoge
13411,0.44652200000000003,0,0,Malibu's Most Wanted,Jamie Kennedy|Taye Diggs|Anthony Anderson|Regina Hall|Blair Underwood,86,Comedy|Crime,34,4.7,2003,0.0,0.0,0,0,under_million,two_thousands,John Whitesell
14926,0.439958,20000000,37095657,Uptown Girls,Brittany Murphy|Dakota Fanning|Marley Shelton|Donald Faison|Jesse Spencer,92,Comedy,108,6.2,2003,23707052.895650502,43971435.1348954,17095657,46,millions,two_thousands,Boaz Yakin
1415,0.438475,5000000,742898,Party Monster,Seth Green|Macaulay Culkin|ChloÃ« Sevigny|Diana Scarwid|Marilyn Manson,98,Comedy|Drama|Crime,25,5.6,2003,5926763.22391264,880596.10910365,0,0,under_million,two_thousands,Fenton Bailey
1415,0.438475,5000000,742898,Party Monster,Seth Green|Macaulay Culkin|ChloÃ« Sevigny|Diana Scarwid|Marilyn Manson,98,Comedy|Drama|Crime,25,5.6,2003,5926763.22391264,880596.10910365,0,0,under_million,two_thousands,Randy Barbato
9839,0.43362,35000000,0,Beyond Borders,Angelina Jolie|Clive Owen|Teri Polo|Linus Roache|Noah Emmerich,127,Drama|Romance|Adventure|War,61,6.6,2003,41487342.5673884,0.0,0,0,under_million,two_thousands,Martin Campbell
11615,0.431188,50000000,38955598,The Life of David Gale,Kevin Spacey|Kate Winslet|Laura Linney|Gabriel Mann|Rhona Mitra,130,Drama|Thriller|Crime,246,7.2,2003,59267632.23912641,46176121.1183849,0,0,millions,two_thousands,Alan Parker
10739,0.427767,0,0,Anything Else,Woody Allen|Jason Biggs|Christina Ricci|Stockard Channing|Danny DeVito,108,Comedy|Romance,70,6.1,2003,0.0,0.0,0,0,under_million,two_thousands,Woody Allen
1807,0.42697700000000005,3000000,10012022,Elephant,Alex Frost|Eric Deulen|John Robinson|Elias McConnell|Jordan Taylor,81,Drama|Crime,186,7.1,2003,3556057.93434758,11867776.7573208,7012022,70,millions,two_thousands,Gus Van Sant
883,0.42271099999999995,0,7897645,Coffee and Cigarettes,Roberto Benigni|Steven Wright|Joie Lee|CinquÃ© Lee|Steve Buscemi,96,Comedy|Drama,100,6.8,2003,0.0,9361494.3883035,7897645,99,millions,two_thousands,Jim Jarmusch
11059,0.422393,7000000,13818181,House of the Dead,Jonathan Cherry|Tyron Leitso|Clint Howard|Ona Grauer|Michael Eklund,90,Horror|Action|Thriller,35,3.4,2003,8297468.51347769,16379417.394433599,6818181,49,millions,two_thousands,Uwe Boll
1088,0.421807,8000000,41400000,Whale Rider,Keisha Castle-Hughes|Rawiri Paratene|Vicky Haughton|Cliff Curtis|Grant Roa,101,Drama|Family,46,6.7,2003,9482821.15826022,49073599.4939966,33400000,80,millions,two_thousands,Niki Caro
11019,0.41381599999999996,0,0,Deep Blue,Michael Gambon|Pierce Brosnan|Frank Glaubrecht|Jacques Perrin|Dalik Volonitz,83,Documentary,11,4.9,2003,0.0,0.0,0,0,under_million,two_thousands,Andy Byatt
11019,0.41381599999999996,0,0,Deep Blue,Michael Gambon|Pierce Brosnan|Frank Glaubrecht|Jacques Perrin|Dalik Volonitz,83,Documentary,11,4.9,2003,0.0,0.0,0,0,under_million,two_thousands,Alastair Fothergill
10511,0.413383,0,0,In America,Paddy Considine|Samantha Morton|Sarah Bolger|Emma Bolger|Djimon Hounsou,105,Drama|Romance,44,6.3,2003,0.0,0.0,0,0,under_million,two_thousands,Jim Sheridan
25935,0.431875,0,0,The Reckoning,Paul Bettany|Willem Dafoe|Tom Hardy|Brian Cox|Luke de Woolfson,112,Crime|Drama|Mystery,10,7.2,2003,0.0,0.0,0,0,under_million,two_thousands,Paul McGuigan
2662,0.407552,7000000,16829545,House of 1000 Corpses,Sid Haig|Bill Moseley|Sheri Moon Zombie|Karen Black|Erin Daniels,89,Horror,140,5.8,2003,8297468.51347769,19948945.6762365,9829545,58,millions,two_thousands,Rob Zombie
9582,0.403468,20000000,17432163,A Guy Thing,Jason Lee|Julia Stiles|Selma Blair|James Brolin|Shawn Hatosy,101,Comedy|Romance,46,5.3,2003,23707052.895650502,20663260.516330104,0,0,millions,two_thousands,Chris Koch
12542,0.39266599999999996,14000000,0,Belly of the Beast,Steven Seagal|Byron Mann|Monica Lo|Tom Wu|Sara Malakul Lane,91,Action|Thriller,17,4.7,2003,16594937.026955301,0.0,0,0,under_million,two_thousands,Ching Siu-Tung
13920,0.388875,32000000,52277485,Radio,Cuba Gooding Jr.|Ed Harris|Alfre Woodard|S. Epatha Merkerson|Debra Winger,109,Drama,75,7.1,2003,37931284.63304079,61967255.10732889,20277485,38,millions,two_thousands,Mike Tollin
237,0.383686,6400000,2500000,Young Adam,Ewan McGregor|Tilda Swinton|Peter Mullan|Emily Mortimer|Jack McElhone,93,Drama|Thriller|Crime|Romance,16,5.9,2003,7586256.92660817,2963381.61195632,0,0,millions,two_thousands,David Mackenzie
12767,0.383316,0,21384035,Cold Creek Manor,Dennis Quaid|Sharon Stone|Stephen Dorff|Juliette Lewis|Kristen Stewart,118,Drama|Thriller,54,5.3,2003,0.0,25347622.4433721,21384035,99,millions,two_thousands,Mike Figgis
50794,0.38153200000000004,0,0,The Even Stevens Movie,Margo Harshman|Shia LaBeouf|Christy Carlson Romano|Tom Virtue|Tim Meadows,120,TV Movie|Comedy|Family,32,5.3,2003,0.0,0.0,0,0,under_million,two_thousands,Sean McNamara
325553,0.380749,0,0,Battlestar Galactica,Edward James Olmos|Mary McDonnell|Katee Sackhoff|Jamie Bamber|James Callis,182,Adventure|Drama|Science Fiction|Action,57,7.3,2003,0.0,0.0,0,0,under_million,two_thousands,Michael Rymer
1550,0.379915,300000,0,Pieces of April,Katie Holmes|Derek Luke|Patricia Clarkson|Oliver Platt|Alison Pill,81,Comedy|Drama,28,6.3,2003,355605.793434758,0.0,0,0,under_million,two_thousands,Peter Hedges
24554,0.36898200000000003,0,0,The Land Before Time X: The Great Longneck Migration,John Ingle|Alec Medlock|Kenneth Mars|Miriam Flynn|Aria Curzon,84,Adventure|Animation|Family,25,6.4,2003,0.0,0.0,0,0,under_million,two_thousands,Charles Grosvenor
11375,0.36744,75000000,51142659,Hollywood Homicide,Harrison Ford|Josh Hartnett|Lena Olin|Bruce Greenwood|Isaiah Washington,116,Action|Adventure|Comedy|Thriller,76,4.8,2003,88901448.3586895,60622086.1068609,0,0,millions,two_thousands,Ron Shelton
302,0.366218,7800000,22441323,Swimming Pool,Charlotte Rampling|Ludivine Sagnier|Charles Dance|Jean-Marie Lamour|Marc Fayolle,102,Thriller|Crime,68,6.2,2003,9245750.62930371,26600881.5704689,14641323,65,millions,two_thousands,FranÃ§ois Ozon
9776,0.36247399999999996,0,0,Head of State,Chris Rock|Bernie Mac|Dylan Baker|Nick Searcy|Lynn Whitfield,95,Comedy,35,5.4,2003,0.0,0.0,0,0,under_million,two_thousands,Chris Rock
10133,0.361703,7500000,0,Cypher,Jeremy Northam|Lucy Liu|Nigel Bennett|Timothy Webber|David Hewlett,95,Thriller|Science Fiction|Mystery,84,6.6,2003,8890144.83586896,0.0,0,0,under_million,two_thousands,Vincenzo Natali
13370,0.360105,6000000,18750246,A Mighty Wind,Bob Balaban|Christopher Guest|John Michael Higgins|Eugene Levy|Jane Lynch,91,Comedy|Music,33,6.5,2003,7112115.86869516,22225653.686423,12750246,68,millions,two_thousands,Christopher Guest
32293,0.35994299999999996,0,0,The Cheetah Girls,Raven-SymonÃ©|Adrienne Bailon|Kiely Williams|Sabrina Bryan|Lynn Whitfield,100,Comedy|Drama|Family|Music|TV Movie,49,4.6,2003,0.0,0.0,0,0,under_million,two_thousands,Oz Scott
13156,0.355981,0,0,Secondhand Lions,Michael Caine|Robert Duvall|Haley Joel Osment|Kyra Sedgwick|Mitchel Musso,111,Comedy|Drama|Family,182,6.6,2003,0.0,0.0,0,0,under_million,two_thousands,Tim McCanlies
35114,0.355754,1500000,0,Destino,Jennifer Esposito|Dora Luz,7,Animation,14,5.6,2003,1778028.96717379,0.0,0,0,under_million,two_thousands,Dominique Monfery
13691,0.749526,0,0,Piglet's Big Movie,John Fiedler|Jim Cummings|Andre Stojka|Kath Soucie|Nikita Hopkins,75,Animation|Family,40,6.0,2003,0.0,0.0,0,0,under_million,two_thousands,Francis Glebas
15708,0.35167800000000005,850000,819939,Latter Days,Steve Sandvoss|Wes Ramsey|Jacqueline Bisset|Joseph Gordon-Levitt|Rebekah Johnson,107,Drama|Comedy|Romance,26,6.4,2003,1007549.74806514,971916.8622103409,0,0,under_million,two_thousands,C. Jay Cox
2056,0.35029299999999997,500000,8679814,The Station Agent,Peter Dinklage|Patricia Clarkson|Bobby Cannavale|Michelle Williams|Raven Goodwin,88,Drama|Comedy,107,7.4,2003,592676.322391263,10288640.4811204,8179814,94,millions,two_thousands,Tom McCarthy
21542,0.346839,0,0,Love Don't Cost a Thing,Nick Cannon|Christina Milian|Steve Harvey|Vanessa Bell Calloway|Nichole Galicia,105,Comedy|Drama|Family|Romance,19,5.7,2003,0.0,0.0,0,0,under_million,two_thousands,Troy Beyer
22309,0.346215,15000000,30238577,The Fighting Temptations,BeyoncÃ© Knowles|Cuba Gooding Jr.|Wendell Pierce|LaTanya Richardson|Faith Evans,122,Comedy|Music|Romance,22,5.3,2003,17780289.6717379,35843377.2214101,15238577,50,millions,two_thousands,Jonathan Lynn
33932,0.34226799999999996,0,0,Shortcut to Happiness,Anthony Hopkins|Alec Baldwin|Jennifer Love Hewitt|Ken Murton|Dan Aykroyd,106,Fantasy|Drama|Comedy|Science Fiction,16,5.1,2003,0.0,0.0,0,0,under_million,two_thousands,Alec Baldwin
16941,0.33970900000000004,5000000,4856298,Intermission,Colin Farrell|Colm Meaney|Kelly Macdonald|Cillian Murphy|BrÃ­an F. O'Byrne,105,Romance|Action|Comedy|Crime|Mystery,21,5.5,2003,5926763.22391264,5756425.678152099,0,0,millions,two_thousands,John Crowley
10727,0.573472,0,0,Darkness Falls,Chaney Kley|Emma Caulfield|Lee Cormie|Grant Piro|Sullivan Stapleton,86,Thriller|Horror,57,5.4,2003,0.0,0.0,0,0,under_million,two_thousands,Jonathan Liebesman
10578,0.335925,0,0,Dracula II: Ascension,Stephen Billington|Craig Sheffer|Jason Scott Lee|Jason London|Diane Neal,85,Horror,16,4.4,2003,0.0,0.0,0,0,under_million,two_thousands,Patrick Lussier
31096,0.33377399999999996,0,0,Batman: Dead End,Andrew Koenig|Clark Bartram|Kurt Carley|Dragon Dronet|Jake McKinnon,8,Action|Crime,11,5.9,2003,0.0,0.0,0,0,under_million,two_thousands,Sandy Collora
5146,0.331948,0,20440627,The In-Laws,Michael Douglas|Albert Brooks|Ryan Reynolds|Candice Bergen|Lindsay Sloane,98,Action|Comedy,29,5.5,2003,0.0,24229351.2754631,20440627,99,millions,two_thousands,Andrew Fleming
17403,0.331169,0,0,How to Deal,Mandy Moore|Trent Ford|Allison Janney|Alexandra Holden|Dylan Baker,99,Drama|Comedy|Romance,26,5.3,2003,0.0,0.0,0,0,under_million,two_thousands,Clare Kilner
33005,0.330848,0,0,Mimic: Sentinel,Karl Geary|Alexis Dziena|Keith Robinson|Lance Henriksen|Amanda Plummer,77,Horror|Science Fiction|Thriller,11,5.2,2003,0.0,0.0,0,0,under_million,two_thousands,J.T. Petty
22502,0.32710300000000003,0,0,Les Enfants de la Pluie,FrÃ©dÃ©ric Cerdal|Marjolaine Poulain|Fily Keita|Benjamin Pascal,90,Animation|Adventure,10,7.6,2003,0.0,0.0,0,0,under_million,two_thousands,Philippe Leclerc
21956,0.326083,0,0,Scooby-Doo! and the Monster of Mexico,Frank Welker|Nicole Jaffe|Heather North|Casey Kasem,75,Animation|Comedy|Family|Mystery,17,6.1,2003,0.0,0.0,0,0,under_million,two_thousands,Scott Jeralds
4612,0.32305100000000003,0,0,Absolon,Christopher Lambert|Lou Diamond Phillips|Kelly Brook|Ron Perlman|Roberta Angelica,96,Action|Thriller|Science Fiction,13,5.0,2003,0.0,0.0,0,0,under_million,two_thousands,David DeBartolomÃ©
24019,0.3216,60000000,0,Angels in America,Al Pacino|Meryl Streep|Patrick Wilson|Mary-Louise Parker|Emma Thompson,352,Drama|Fantasy,31,6.1,2003,71121158.6869516,0.0,0,0,under_million,two_thousands,Mike Nichols
10105,0.317456,780000,0,Saints and Soldiers,Larry Bagby|Alexander Polinsky|Kirby Heyborne|Corbin Allred|Ethan Vincent,90,Action|Adventure|Drama|History|War,46,6.7,2003,924575.0629303709,0.0,0,0,under_million,two_thousands,Ryan Little
19766,0.315387,80000000,0,Inspector Gadget 2,French Stewart|Elaine Hendrix|Tony Martin|Caitlin Wachs|Mark Mitchell,89,Action|Adventure|Comedy|Family,55,4.3,2003,94828211.5826022,0.0,0,0,under_million,two_thousands,Alex Zamm
10929,0.30925199999999997,22000000,0,Willard,Crispin Glover|R. Lee Ermey|Laura Harring|Jackie Burroughs|Ashlyn Gere,100,Horror,30,5.3,2003,26077758.1852156,0.0,0,0,under_million,two_thousands,Glen Morgan
44899,0.46391099999999996,0,0,The Challenge,Ashley Olsen|Mary-Kate Olsen|Lukas Behnken|Brian Skala|Theo Rossi,90,Action|Adventure|Comedy|Family|Science Fiction,24,5.9,2003,0.0,0.0,0,0,under_million,two_thousands,Craig Shapiro
30074,0.297658,0,0,Scooby-Doo! And the Legend of the Vampire,Casey Kasem|Frank Welker|Frank Welker|Nicole Jaffe|Heather North,72,Animation|Comedy|Family,16,5.8,2003,0.0,0.0,0,0,under_million,two_thousands,Scott Jeralds
41488,0.292143,0,0,The Statement,Michael Caine|Tilda Swinton|Jeremy Northam|Alan Bates|Charlotte Rampling,120,Drama|Thriller,10,5.5,2003,0.0,0.0,0,0,under_million,two_thousands,Norman Jewison
8696,0.28941500000000003,10000000,96542059,Calendar Girls,Helen Mirren|Julie Walters|John Alderton|Linda Bassett|Annette Crosbie,108,Comedy,46,6.5,2003,11853526.447825199,114436384.9684,86542059,89,millions,two_thousands,Nigel Cole
11427,0.288118,0,0,Dead End,Ray Wise|Lin Shaye|Mick Cain|Alexandra Holden|Billy Asher,85,Mystery|Horror|Thriller,49,6.5,2003,0.0,0.0,0,0,under_million,two_thousands,Jean-Baptiste Andrea
11427,0.288118,0,0,Dead End,Ray Wise|Lin Shaye|Mick Cain|Alexandra Holden|Billy Asher,85,Mystery|Horror|Thriller,49,6.5,2003,0.0,0.0,0,0,under_million,two_thousands,Fabrice Canepa
14527,0.28486100000000003,8256269,460978,Foolproof,Ryan Reynolds|Kristin Booth|Joris Jarsky|David Suchet|Sean Sullivan,97,Action,18,6.4,2003,9786590.29518599,546421.49148656,0,0,under_million,two_thousands,William Phillips
20,0.28249,0,9726954,My Life Without Me,Sarah Polley|Amanda Plummer|Scott Speedman|Leonor Watling|Deborah Harry,106,Drama|Romance,44,6.7,2003,0.0,11529870.6495779,9726954,99,millions,two_thousands,Isabel Coixet
5204,0.176093,500000,0,Kontroll,SÃ¡ndor CsÃ¡nyi|Csaba Pindroch|ZoltÃ¡n Mucsi|SÃ¡ndor BadÃ¡r|Zsolt Nagy,105,Comedy|Crime|Thriller,32,6.6,2003,592676.322391263,0.0,0,0,under_million,two_thousands,NimrÃ³d Antal
321,0.276911,4361898,3031801,Mambo Italiano,Luke Kirby|Ginette Reno|Paul Sorvino|Mary Walsh|Peter Miller,92,Comedy|Romance,13,5.2,2003,5170387.33057161,3593753.33380431,0,0,millions,two_thousands,Ã‰mile Gaudreault
2260,0.275803,0,3117985,Capturing the Friedmans,Arnold Friedman|Elaine Friedman|Jesse Friedman|David Friedman|Seth Friedman,107,Documentary,45,7.4,2003,0.0,3695911.76614225,3117985,99,millions,two_thousands,Andrew Jarecki
10923,0.27518400000000004,28000000,58795814,Agent Cody Banks,Frankie Muniz|Hilary Duff|Angie Harmon|Keith David|Cynthia Stevenson,102,Action,161,4.9,2003,33189874.0539107,69693773.6270415,30795814,52,millions,two_thousands,Harald Zwart
14892,0.26897600000000005,0,0,The Big Empty,Jon Favreau|Joey Lauren Adams|Rachael Leigh Cook|Daryl Hannah|Kelsey Grammer,94,Comedy|Drama|Mystery|Science Fiction,10,5.2,2003,0.0,0.0,0,0,under_million,two_thousands,Steve Anderson
24860,0.268921,0,0,De Zaak Alzheimer,Koen De Bouw|Werner De Smedt|Jan Decleir|Jo De Meyere|Filip Peeters,123,Drama|Thriller|Foreign|Action|Crime,13,6.3,2003,0.0,0.0,0,0,under_million,two_thousands,Erik Van Looy
12253,0.264295,24000000,23510601,Biker Boyz,Laurence Fishburne|Derek Luke|Orlando Jones|Djimon Hounsou|Lisa Bonet,110,Action|Drama,30,5.8,2003,28448463.474780604,27868353.075776696,0,0,millions,two_thousands,Reggie Rock Bythewood
6016,0.347234,0,0,The Good Thief,Nick Nolte|TchÃ©ky Karyo|Nutsa Kukhianidze|Marc Lavoine|SaÃ¯d Taghmaoui,108,Crime|Drama|Thriller,14,6.2,2003,0.0,0.0,0,0,under_million,two_thousands,Neil Jordan
