tweet_id,retweet_count,favorite_count
667724302356258817,325,489
667550904950915073,35,0
667550882905632768,33,0
667549055577362432,2325,5859
667546741521195010,127,338
667544320556335104,532,876
667538891197542400,66,207
667534815156183040,551,827
667530908589760512,244,473
667524857454854144,1127,1716
667517642048163840,195,370
667509364010450944,2163,6840
667502640335572993,222,537
667495797102141441,276,524
667491009379606528,232,534
667470559035432960,100,259
667455448082227200,60,194
667453023279554560,91,315
667443425659232256,590,788
667437278097252352,242,453
667435689202614272,84,308
667405339315146752,221,472
667393430834667520,58,198
667369227918143488,167,370
667211855547486208,245,495
667200525029539841,264,618
667192066997374976,109,388
667188689915760640,422,744
667182792070062081,6272,14410
667177989038297088,55,192
667176164155375616,464,613
667174963120574464,84,246
667171260800061440,91,222
667165590075940865,1151,2707
667160273090932737,62,259
667152164079423490,17291,48031
667138269671505920,2235,4633
667119796878725120,128,330
667090893657276420,129,335
667073648344346624,124,405
667070482143944705,14,83
667065535570550784,48,166
667062181243039745,55,219
667044094246576128,51,184
667012601033924608,225,451
666996132027977728,94,247
666983947667116034,989,2555
666837028449972224,557,821
666835007768551424,80,216
666826780179869698,97,255
666817836334096384,251,520
666804364988780544,94,243
666786068205871104,488,764
666781792255496192,197,389
666776908487630848,175,351
666739327293083650,66,238
666701168228331520,219,433
666691418707132416,47,187
666649482315059201,624,1122
666644823164719104,81,232
666454714377183233,208,519
666447344410484738,20,105
666437273139982337,48,125
666435652385423360,53,165
666430724426358785,196,314
666428276349472768,83,165
666421158376562688,111,315
666418789513326592,45,124
666411507551481857,323,439
666407126856765440,40,107
666396247373291520,84,166
666373753744588802,91,186
666362758909284353,563,766
666353288456101888,71,216
666345417576210432,133,289
666337882303524864,90,195
666293911632134144,349,492
666287406224695296,64,144
666273097616637952,76,172
666268910803644416,35,101
666104133288665088,6448,14108
666102155909144576,12,80
666099513787052032,66,152
666094000022159362,72,162
666082916733198337,44,115
666073100786774016,160,318
666071193221509120,59,145
666063827256086533,214,468
666058600524156928,57,111
666057090499244032,139,291
666055525042405380,241,430
666051853826850816,839,1208
666050758794694657,59,131
666049248165822465,41,107
666044226329800704,139,294
666033412701032449,43,124
666029285002620928,47,128
666020888022790149,503,2543
